"File Path","Function Name","Number of Distinct Features","Number of Opts","Number of Choices","Inputs","Analyzable"
"busybox-1.18.5/archival/dpkg.c","index_status_file","0","0","0","const char *","false"
"busybox-1.18.5/archival/dpkg.c","write_buffer_no_status","0","0","0","FILE *, const char *","false"
"busybox-1.18.5/archival/dpkg.c","write_status_file","0","0","0","deb_file_t **","false"
"busybox-1.18.5/archival/dpkg.c","package_satisfies_dependency","0","0","0","int , int ","false"
"busybox-1.18.5/archival/dpkg.c","check_deps","0","0","0","deb_file_t **, int ","false"
"busybox-1.18.5/archival/dpkg.c","create_list","0","0","0","const char *","false"
"busybox-1.18.5/archival/dpkg.c","remove_file_array","0","0","0","char **, char **","false"
"busybox-1.18.5/archival/dpkg.c","run_package_script_or_die","0","0","0","const char *, const char *","false"
"busybox-1.18.5/archival/dpkg.c","all_control_list","0","0","0","const char *","false"
"busybox-1.18.5/archival/dpkg.c","free_array","0","0","0","char **","false"
"busybox-1.18.5/archival/dpkg.c","list_packages","0","0","0","const char *","false"
"busybox-1.18.5/archival/dpkg.c","remove_package","0","0","0","const unsigned , int ","false"
"busybox-1.18.5/archival/dpkg.c","purge_package","0","0","0","const unsigned ","false"
"busybox-1.18.5/archival/dpkg.c","init_archive_deb_ar","0","0","0","const char *","false"
"busybox-1.18.5/archival/dpkg.c","init_archive_deb_control","2","2","0","archive_handle_t *","true"
"busybox-1.18.5/archival/dpkg.c","init_archive_deb_data","2","2","0","archive_handle_t *","true"
"busybox-1.18.5/archival/dpkg.c","data_extract_to_buffer","0","0","0","archive_handle_t *","false"
"busybox-1.18.5/archival/dpkg.c","deb_extract_control_file_to_buffer","0","0","0","archive_handle_t *, llist_t *","false"
"busybox-1.18.5/archival/dpkg.c","append_control_file_to_llist","0","0","0","const char *, const char *, llist_t **","false"
"busybox-1.18.5/archival/dpkg.c","filter_rename_config","0","0","0","archive_handle_t *","false"
"busybox-1.18.5/archival/dpkg.c","data_extract_all_prefix","0","0","0","archive_handle_t *","false"
"busybox-1.18.5/archival/dpkg.c","unpack_package","0","0","0","deb_file_t *","false"
"busybox-1.18.5/archival/dpkg.c","configure_package","0","0","0","deb_file_t *","false"
"busybox-1.18.5/archival/dpkg.c","dpkg_main","2","3","1","int , char **","true"
"busybox-1.18.5/archival/dpkg_deb.c","dpkg_deb_main","4","6","1","int , char **","true"
"busybox-1.18.5/archival/gzip.c","flush_outbuf","0","0","0","void","false"
"busybox-1.18.5/archival/gzip.c","put_16bit","0","0","0","ush ","false"
"busybox-1.18.5/archival/gzip.c","put_32bit","0","0","0","ulg ","false"
"busybox-1.18.5/archival/gzip.c","updcrc","0","0","0","uch *, unsigned ","false"
"busybox-1.18.5/archival/gzip.c","file_read","0","0","0","void *, unsigned ","false"
"busybox-1.18.5/archival/gzip.c","send_bits","0","0","0","int , int ","false"
"busybox-1.18.5/archival/gzip.c","bi_reverse","0","0","0","unsigned , int ","false"
"busybox-1.18.5/archival/gzip.c","bi_windup","0","0","0","void","false"
"busybox-1.18.5/archival/gzip.c","copy_block","0","0","0","char *, unsigned , int ","false"
"busybox-1.18.5/archival/gzip.c","fill_window","0","0","0","void","false"
"busybox-1.18.5/archival/gzip.c","longest_match","0","0","0","IPos ","false"
"busybox-1.18.5/archival/gzip.c","init_block","0","0","0","void","false"
"busybox-1.18.5/archival/gzip.c","pqdownheap","0","0","0","ct_data *, int ","false"
"busybox-1.18.5/archival/gzip.c","gen_bitlen","0","0","0","tree_desc *","false"
"busybox-1.18.5/archival/gzip.c","gen_codes","0","0","0","ct_data *, int ","false"
"busybox-1.18.5/archival/gzip.c","build_tree","0","0","0","tree_desc *","false"
"busybox-1.18.5/archival/gzip.c","scan_tree","0","0","0","ct_data *, int ","false"
"busybox-1.18.5/archival/gzip.c","send_tree","0","0","0","ct_data *, int ","false"
"busybox-1.18.5/archival/gzip.c","build_bl_tree","0","0","0","void","false"
"busybox-1.18.5/archival/gzip.c","send_all_trees","0","0","0","int , int , int ","false"
"busybox-1.18.5/archival/gzip.c","ct_tally","0","0","0","int , int ","false"
"busybox-1.18.5/archival/gzip.c","compress_block","0","0","0","ct_data *, ct_data *","false"
"busybox-1.18.5/archival/gzip.c","flush_block","0","0","0","char *, ulg , int ","false"
"busybox-1.18.5/archival/gzip.c","deflate","0","0","0","void","false"
"busybox-1.18.5/archival/gzip.c","bi_init","0","0","0","void","false"
"busybox-1.18.5/archival/gzip.c","lm_init","0","0","0","ush *","false"
"busybox-1.18.5/archival/gzip.c","ct_init","0","0","0","void","false"
"busybox-1.18.5/archival/gzip.c","zip","0","0","0","ulg ","false"
"busybox-1.18.5/archival/gzip.c","pack_gzip","1","2","0","unpack_info_t *","true"
"busybox-1.18.5/archival/gzip.c","gzip_main","2","1","0","int , char **","true"
"busybox-1.18.5/archival/gzip.c","gzip_main","2","1","0","int , char **","true"
"busybox-1.18.5/archival/libarchive/data_align.c","data_align","0","0","0","archive_handle_t *, unsigned ","false"
"busybox-1.18.5/archival/libarchive/data_extract_all.c","data_extract_all","3","9","0","archive_handle_t *","true"
"busybox-1.18.5/archival/libarchive/data_extract_to_command.c","xputenv","0","0","0","char *","false"
"busybox-1.18.5/archival/libarchive/data_extract_to_command.c","str2env","0","0","0","char *, int , const char *","false"
"busybox-1.18.5/archival/libarchive/data_extract_to_command.c","dec2env","0","0","0","char *, int , unsigned long long ","false"
"busybox-1.18.5/archival/libarchive/data_extract_to_command.c","oct2env","0","0","0","char *, int , unsigned long ","false"
"busybox-1.18.5/archival/libarchive/data_extract_to_command.c","data_extract_to_command","2","4","1","archive_handle_t *","true"
"busybox-1.18.5/archival/libarchive/data_extract_to_stdout.c","data_extract_to_stdout","0","0","0","archive_handle_t *","false"
"busybox-1.18.5/archival/libarchive/data_skip.c","data_skip","0","0","0","archive_handle_t *","false"
"busybox-1.18.5/archival/libarchive/decompress_bunzip2.c","get_bits","0","0","0","bunzip_data *, int ","false"
"busybox-1.18.5/archival/libarchive/decompress_bunzip2.c","get_next_block","0","0","0","bunzip_data *","false"
"busybox-1.18.5/archival/libarchive/decompress_bunzip2.c","read_bunzip","0","0","0","bunzip_data *, char *, int ","false"
"busybox-1.18.5/archival/libarchive/decompress_bunzip2.c","start_bunzip","0","0","0","bunzip_data **, int , const void *, int ","false"
"busybox-1.18.5/archival/libarchive/decompress_bunzip2.c","dealloc_bunzip","0","0","0","bunzip_data *","false"
"busybox-1.18.5/archival/libarchive/decompress_bunzip2.c","unpack_bz2_stream","1","6","0","int , int ","true"
"busybox-1.18.5/archival/libarchive/decompress_bunzip2.c","unpack_bz2_stream_prime","1","2","0","int , int ","true"
"busybox-1.18.5/archival/libarchive/decompress_uncompress.c","unpack_Z_stream","1","9","0","int , int ","true"
"busybox-1.18.5/archival/libarchive/decompress_unlzma.c","rc_read","1","1","0","rc_t *","true"
"busybox-1.18.5/archival/libarchive/decompress_unlzma.c","rc_do_normalize","0","0","0","rc_t *","false"
"busybox-1.18.5/archival/libarchive/decompress_unlzma.c","rc_init","1","3","0","int ","true"
"busybox-1.18.5/archival/libarchive/decompress_unlzma.c","rc_free","0","0","0","rc_t *","false"
"busybox-1.18.5/archival/libarchive/decompress_unlzma.c","rc_normalize","0","0","0","rc_t *","false"
"busybox-1.18.5/archival/libarchive/decompress_unlzma.c","rc_is_bit_1","1","1","0","rc_t *, uint16_t *","true"
"busybox-1.18.5/archival/libarchive/decompress_unlzma.c","rc_get_bit","1","1","0","rc_t *, uint16_t *, int *","true"
"busybox-1.18.5/archival/libarchive/decompress_unlzma.c","rc_direct_bit","0","0","0","rc_t *","false"
"busybox-1.18.5/archival/libarchive/decompress_unlzma.c","rc_bit_tree_decode","1","1","0","rc_t *, uint16_t *, int , int *","true"
"busybox-1.18.5/archival/libarchive/decompress_unlzma.c","unpack_lzma_stream","2","22","0","int , int ","true"
"busybox-1.18.5/archival/libarchive/decompress_unxz.c","xz_crc32","0","0","0","const uint8_t *, size_t , uint32_t ","false"
"busybox-1.18.5/archival/libarchive/decompress_unxz.c","xz_dec_lzma2_run","0","0","0","struct  xz_dec_lzma2   *, struct  xz_buf   *","false"
"busybox-1.18.5/archival/libarchive/decompress_unxz.c","xz_dec_lzma2_create","0","0","0","enum xz_mode , uint32_t ","false"
"busybox-1.18.5/archival/libarchive/decompress_unxz.c","xz_dec_lzma2_reset","0","0","0","struct  xz_dec_lzma2   *, uint8_t ","false"
"busybox-1.18.5/archival/libarchive/decompress_unxz.c","xz_dec_lzma2_end","0","0","0","struct  xz_dec_lzma2   *","false"
"busybox-1.18.5/archival/libarchive/decompress_unxz.c","xz_dec_run","0","0","0","struct  xz_dec   *, struct  xz_buf   *","false"
"busybox-1.18.5/archival/libarchive/decompress_unxz.c","xz_dec_init","0","0","0","enum xz_mode , uint32_t ","false"
"busybox-1.18.5/archival/libarchive/decompress_unxz.c","xz_dec_reset","0","0","0","struct  xz_dec   *","false"
"busybox-1.18.5/archival/libarchive/decompress_unxz.c","xz_dec_end","0","0","0","struct  xz_dec   *","false"
"busybox-1.18.5/archival/libarchive/decompress_unxz.c","unpack_xz_stream","1","5","0","int , int ","true"
"busybox-1.18.5/archival/libarchive/decompress_unzip.c","huft_free","0","0","0","huft_t *","false"
"busybox-1.18.5/archival/libarchive/decompress_unzip.c","huft_free_all","0","0","0","state_t *","false"
"busybox-1.18.5/archival/libarchive/decompress_unzip.c","abort_unzip","0","0","0","state_t *","false"
"busybox-1.18.5/archival/libarchive/decompress_unzip.c","fill_bitbuffer","0","0","0","state_t *, unsigned , unsigned *, const unsigned ","false"
"busybox-1.18.5/archival/libarchive/decompress_unzip.c","huft_build","0","0","0","const unsigned *, const unsigned , const unsigned , const unsigned short *, const unsigned char *, huft_t **, unsigned *","false"
"busybox-1.18.5/archival/libarchive/decompress_unzip.c","inflate_codes_setup","0","0","0","state_t *, unsigned , unsigned ","false"
"busybox-1.18.5/archival/libarchive/decompress_unzip.c","inflate_codes","0","0","0","state_t *","false"
"busybox-1.18.5/archival/libarchive/decompress_unzip.c","inflate_stored_setup","0","0","0","state_t *, int , int , int ","false"
"busybox-1.18.5/archival/libarchive/decompress_unzip.c","inflate_stored","0","0","0","state_t *","false"
"busybox-1.18.5/archival/libarchive/decompress_unzip.c","inflate_block","0","0","0","state_t *, smallint *","false"
"busybox-1.18.5/archival/libarchive/decompress_unzip.c","calculate_gunzip_crc","0","0","0","state_t *","false"
"busybox-1.18.5/archival/libarchive/decompress_unzip.c","inflate_get_next_window","0","0","0","state_t *","false"
"busybox-1.18.5/archival/libarchive/decompress_unzip.c","inflate_unzip_internal","1","5","0","state_t *, int , int ","true"
"busybox-1.18.5/archival/libarchive/decompress_unzip.c","inflate_unzip","1","4","0","inflate_unzip_result *, off_t , int , int ","true"
"busybox-1.18.5/archival/libarchive/decompress_unzip.c","top_up","0","0","0","state_t *, unsigned ","false"
"busybox-1.18.5/archival/libarchive/decompress_unzip.c","buffer_read_le_u16","0","0","0","state_t *","false"
"busybox-1.18.5/archival/libarchive/decompress_unzip.c","buffer_read_le_u32","0","0","0","state_t *","false"
"busybox-1.18.5/archival/libarchive/decompress_unzip.c","check_header_gzip","0","0","0","state_t *, unpack_info_t *","false"
"busybox-1.18.5/archival/libarchive/decompress_unzip.c","unpack_gz_stream_with_info","1","4","0","int , int , unpack_info_t *","true"
"busybox-1.18.5/archival/libarchive/decompress_unzip.c","unpack_gz_stream","1","2","0","int , int ","true"
"busybox-1.18.5/archival/libarchive/filter_accept_all.c","filter_accept_all","0","0","0","archive_handle_t *","false"
"busybox-1.18.5/archival/libarchive/filter_accept_list.c","filter_accept_list","0","0","0","archive_handle_t *","false"
"busybox-1.18.5/archival/libarchive/filter_accept_list_reassign.c","filter_accept_list_reassign","3","0","3","archive_handle_t *","true"
"busybox-1.18.5/archival/libarchive/filter_accept_reject_list.c","filter_accept_reject_list","0","0","0","archive_handle_t *","false"
"busybox-1.18.5/archival/libarchive/find_list_entry.c","find_list_entry","0","0","0","const llist_t *, const char *","false"
"busybox-1.18.5/archival/libarchive/find_list_entry.c","find_list_entry2","0","0","0","const llist_t *, const char *","false"
"busybox-1.18.5/archival/libarchive/get_header_ar.c","read_num","0","0","0","const char *, int ","false"
"busybox-1.18.5/archival/libarchive/get_header_ar.c","get_header_ar","3","8","0","archive_handle_t *","true"
"busybox-1.18.5/archival/libarchive/get_header_cpio.c","get_header_cpio","0","0","0","archive_handle_t *","false"
"busybox-1.18.5/archival/libarchive/get_header_tar.c","getOctal","0","0","0","char *, int ","false"
"busybox-1.18.5/archival/libarchive/get_header_tar.c","get_selinux_sctx_from_pax_hdr","0","0","0","archive_handle_t *, unsigned ","false"
"busybox-1.18.5/archival/libarchive/get_header_tar.c","get_header_tar","9","61","2","archive_handle_t *","true"
"busybox-1.18.5/archival/libarchive/get_header_tar_bz2.c","get_header_tar_bz2","1","2","0","archive_handle_t *","true"
"busybox-1.18.5/archival/libarchive/get_header_tar_gz.c","get_header_tar_gz","1","5","0","archive_handle_t *","true"
"busybox-1.18.5/archival/libarchive/get_header_tar_lzma.c","get_header_tar_lzma","1","2","0","archive_handle_t *","true"
"busybox-1.18.5/archival/libarchive/header_list.c","header_list","0","0","0","const file_header_t *","false"
"busybox-1.18.5/archival/libarchive/header_skip.c","header_skip","0","0","0","const file_header_t *","false"
"busybox-1.18.5/archival/libarchive/header_verbose_list.c","header_verbose_list","2","15","0","const file_header_t *","true"
"busybox-1.18.5/archival/libarchive/init_handle.c","init_handle","0","0","0","void","false"
"busybox-1.18.5/archival/libarchive/lzo1x_9x.c","swd_init","0","0","0","lzo_swd_p ","false"
"busybox-1.18.5/archival/libarchive/lzo1x_9x.c","swd_getbyte","0","0","0","lzo_swd_p ","false"
"busybox-1.18.5/archival/libarchive/lzo1x_9x.c","swd_remove_node","0","0","0","lzo_swd_p , unsigned ","false"
"busybox-1.18.5/archival/libarchive/lzo1x_9x.c","swd_accept","0","0","0","lzo_swd_p , unsigned ","false"
"busybox-1.18.5/archival/libarchive/lzo1x_9x.c","swd_search","0","0","0","lzo_swd_p , unsigned , unsigned ","false"
"busybox-1.18.5/archival/libarchive/lzo1x_9x.c","swd_search2","0","0","0","lzo_swd_p ","false"
"busybox-1.18.5/archival/libarchive/lzo1x_9x.c","swd_findbest","0","0","0","lzo_swd_p ","false"
"busybox-1.18.5/archival/libarchive/lzo1x_9x.c","init_match","0","0","0","lzo1x_999_t *, lzo_swd_p , uint32_t ","false"
"busybox-1.18.5/archival/libarchive/lzo1x_9x.c","find_match","0","0","0","lzo1x_999_t *, lzo_swd_p , unsigned , unsigned ","false"
"busybox-1.18.5/archival/libarchive/lzo1x_9x.c","code_match","0","0","0","lzo1x_999_t *, uint8_t *, unsigned , unsigned ","false"
"busybox-1.18.5/archival/libarchive/lzo1x_9x.c","STORE_RUN","0","0","0","lzo1x_999_t *, uint8_t *, const uint8_t *, unsigned ","false"
"busybox-1.18.5/archival/libarchive/lzo1x_9x.c","code_run","0","0","0","lzo1x_999_t *, uint8_t *, const uint8_t *, unsigned ","false"
"busybox-1.18.5/archival/libarchive/lzo1x_9x.c","len_of_coded_match","0","0","0","unsigned , unsigned , unsigned ","false"
"busybox-1.18.5/archival/libarchive/lzo1x_9x.c","min_gain","0","0","0","unsigned , unsigned , unsigned , int , int , int ","false"
"busybox-1.18.5/archival/libarchive/lzo1x_9x.c","better_match","0","0","0","const lzo_swd_p , unsigned *, unsigned *","false"
"busybox-1.18.5/archival/libarchive/lzo1x_9x.c","lzo1x_999_compress_internal","0","0","0","const uint8_t *, unsigned , uint8_t *, unsigned *, void *, unsigned , unsigned , unsigned , uint32_t ","false"
"busybox-1.18.5/archival/libarchive/lzo1x_9x.c","lzo1x_999_compress_level","0","0","0","const uint8_t *, unsigned , uint8_t *, unsigned *, void *, int ","false"
"busybox-1.18.5/archival/libarchive/lzo1x_d.c","lzo1x_decompress_safe","0","0","0","const uint8_t *, unsigned , uint8_t *, unsigned *, void *","false"
"busybox-1.18.5/archival/libarchive/open_transformer.c","open_transformer","3","2","1","int , long long int ","true"
"busybox-1.18.5/archival/libarchive/open_transformer.c","open_transformer","2","2","0","int , const char *","true"
"busybox-1.18.5/archival/libarchive/seek_by_jump.c","seek_by_jump","0","0","0","int , off_t ","false"
"busybox-1.18.5/archival/libarchive/seek_by_read.c","seek_by_read","0","0","0","int , off_t ","false"
"busybox-1.18.5/archival/libarchive/unpack_ar_archive.c","unpack_ar_archive","0","0","0","archive_handle_t *","false"
"busybox-1.18.5/archival/lzop.c","copy2","0","0","0","uint8_t *, const uint8_t *, unsigned ","false"
"busybox-1.18.5/archival/lzop.c","copy3","0","0","0","uint8_t *, const uint8_t *, unsigned ","false"
"busybox-1.18.5/archival/lzop.c","lzo1x_optimize","0","0","0","uint8_t *, unsigned , uint8_t *, unsigned *, void *","false"
"busybox-1.18.5/archival/lzop.c","lzo_adler32","0","0","0","uint32_t , const uint8_t *, unsigned ","false"
"busybox-1.18.5/archival/lzop.c","lzo_crc32","0","0","0","uint32_t , const uint8_t *, unsigned ","false"
"busybox-1.18.5/archival/lzop.c","init_chksum","0","0","0","chksum_t *","false"
"busybox-1.18.5/archival/lzop.c","add_bytes_to_chksum","0","0","0","chksum_t *, const void *, int ","false"
"busybox-1.18.5/archival/lzop.c","chksum_getresult","0","0","0","chksum_t *, const header_t *","false"
"busybox-1.18.5/archival/lzop.c","read32","0","0","0","void","false"
"busybox-1.18.5/archival/lzop.c","write32","0","0","0","uint32_t ","false"
"busybox-1.18.5/archival/lzop.c","f_write","0","0","0","const void *, int ","false"
"busybox-1.18.5/archival/lzop.c","f_read","0","0","0","void *, int ","false"
"busybox-1.18.5/archival/lzop.c","f_read8","0","0","0","void","false"
"busybox-1.18.5/archival/lzop.c","f_write8","0","0","0","uint8_t ","false"
"busybox-1.18.5/archival/lzop.c","f_read16","0","0","0","void","false"
"busybox-1.18.5/archival/lzop.c","f_write16","0","0","0","uint16_t ","false"
"busybox-1.18.5/archival/lzop.c","f_read32","0","0","0","void","false"
"busybox-1.18.5/archival/lzop.c","f_write32","0","0","0","uint32_t ","false"
"busybox-1.18.5/archival/lzop.c","lzo_get_method","0","0","0","header_t *","false"
"busybox-1.18.5/archival/lzop.c","lzo_compress","1","1","0","const header_t *","true"
"busybox-1.18.5/archival/lzop.c","lzo_check","0","0","0","uint32_t , uint8_t *, unsigned , uint32_t , uint32_t ","false"
"busybox-1.18.5/archival/lzop.c","lzo_decompress","0","0","0","const header_t *","false"
"busybox-1.18.5/archival/lzop.c","check_magic","0","0","0","void","false"
"busybox-1.18.5/archival/lzop.c","write_header","0","0","0","const header_t *","false"
"busybox-1.18.5/archival/lzop.c","read_header","0","0","0","header_t *","false"
"busybox-1.18.5/archival/lzop.c","p_header","0","0","0","header_t *","false"
"busybox-1.18.5/archival/lzop.c","lzo_set_method","1","3","0","header_t *","true"
"busybox-1.18.5/archival/lzop.c","do_lzo_compress","0","0","0","void","false"
"busybox-1.18.5/archival/lzop.c","do_lzo_decompress","0","0","0","void","false"
"busybox-1.18.5/archival/lzop.c","make_new_name_lzop","0","0","0","char *, const char *","false"
"busybox-1.18.5/archival/lzop.c","pack_lzop","1","2","0","unpack_info_t *","true"
"busybox-1.18.5/archival/lzop.c","lzop_main","0","0","0","int , char **","false"
"busybox-1.18.5/archival/rpm.c","rpm_main","0","0","0","int , char **","false"
"busybox-1.18.5/archival/rpm.c","extract_cpio","3","2","0","int , const char *","true"
"busybox-1.18.5/archival/rpm.c","rpm_gettags","0","0","0","int , int *","false"
"busybox-1.18.5/archival/rpm.c","bsearch_rpmtag","0","0","0","const void *, const void *","false"
"busybox-1.18.5/archival/rpm.c","rpm_getcount","0","0","0","int ","false"
"busybox-1.18.5/archival/rpm.c","rpm_getstr","0","0","0","int , int ","false"
"busybox-1.18.5/archival/rpm.c","rpm_getint","0","0","0","int , int ","false"
"busybox-1.18.5/archival/rpm.c","fileaction_dobackup","0","0","0","char *, int ","false"
"busybox-1.18.5/archival/rpm.c","fileaction_setowngrp","1","4","0","char *, int ","true"
"busybox-1.18.5/archival/rpm.c","loop_through_files","0","0","0","int , void ","false"
"busybox-1.18.5/archival/rpm2cpio.c","skip_header","0","0","0","void","false"
"busybox-1.18.5/archival/rpm2cpio.c","rpm2cpio_main","4","4","3","int , char **","true"
"busybox-1.18.5/archival/tar.c","addHardLinkInfo","0","0","0","HardLinkInfo **, struct  stat   *, const char *","false"
"busybox-1.18.5/archival/tar.c","freeHardLinkInfo","0","0","0","HardLinkInfo **","false"
"busybox-1.18.5/archival/tar.c","findHardLinkInfo","0","0","0","HardLinkInfo *, struct  stat   *","false"
"busybox-1.18.5/archival/tar.c","putOctal","2","2","0","char *, int , off_t ","true"
"busybox-1.18.5/archival/tar.c","chksum_and_xwrite","0","0","0","int , struct  tar_header_t   *","false"
"busybox-1.18.5/archival/tar.c","writeLongname","0","0","0","int , int , const char *, int ","false"
"busybox-1.18.5/archival/tar.c","writeTarHeader","3","6","0","struct  TarBallInfo   *, const char *, const char *, struct  stat   *","true"
"busybox-1.18.5/archival/tar.c","exclude_file","0","0","0","const llist_t *, const char *","false"
"busybox-1.18.5/archival/tar.c","writeFileToTarball","3","1","1","const char *, struct  stat   *, void *, int ","true"
"busybox-1.18.5/archival/tar.c","vfork_compressor","4","4","0","int ","true"
"busybox-1.18.5/archival/tar.c","vfork_compressor","4","2","0","int , int ","true"
"busybox-1.18.5/archival/tar.c","writeTarFile","2","0","1","int , int , int , const llist_t *, const llist_t *","true"
"busybox-1.18.5/archival/tar.c","writeTarFile","4","0","2","int , int , int , const llist_t *, const llist_t *, int ","true"
"busybox-1.18.5/archival/tar.c","append_file_list_to_list","0","0","0","llist_t *","false"
"busybox-1.18.5/archival/tar.c","get_header_tar_Z","2","2","0","archive_handle_t *","true"
"busybox-1.18.5/archival/tar.c","tar_main","12","26","5","int , char **","true"
"busybox-1.18.5/archival/unzip.c","find_cdf_offset","0","0","0","void","false"
"busybox-1.18.5/archival/unzip.c","read_next_cdf","0","0","0","uint32_t , cdf_header_t *","false"
"busybox-1.18.5/archival/unzip.c","unzip_skip","0","0","0","off_t ","false"
"busybox-1.18.5/archival/unzip.c","unzip_create_leading_dirs","0","0","0","const char *","false"
"busybox-1.18.5/archival/unzip.c","unzip_extract","0","0","0","zip_header_t *, int ","false"
"busybox-1.18.5/archival/unzip.c","unzip_main","1","11","0","int , char **","true"
"busybox-1.18.5/console-tools/chvt.c","chvt_main","0","0","0","int , char **","false"
"busybox-1.18.5/console-tools/clear.c","clear_main","0","0","0","int , char **","false"
"busybox-1.18.5/console-tools/deallocvt.c","deallocvt_main","1","2","0","int , char **","true"
"busybox-1.18.5/console-tools/dumpkmap.c","dumpkmap_main","3","5","1","int , char **","true"
"busybox-1.18.5/console-tools/fgconsole.c","fgconsole_main","1","2","0","int , char **","true"
"busybox-1.18.5/console-tools/kbd_mode.c","kbd_mode_main","2","4","1","int , char **","true"
"busybox-1.18.5/console-tools/loadfont.c","do_loadfont","1","2","0","int , unsigned char *, int , int , int , int ","true"
"busybox-1.18.5/console-tools/loadfont.c","do_loadtable","1","4","0","int , unsigned char *, int , int ","true"
"busybox-1.18.5/console-tools/loadfont.c","do_loadtable","1","4","0","int , unsigned char *, int , int , int ","true"
"busybox-1.18.5/console-tools/loadfont.c","do_load","2","4","1","int , unsigned char *, size_t ","true"
"busybox-1.18.5/console-tools/loadfont.c","loadfont_main","0","0","0","int , char **","false"
"busybox-1.18.5/console-tools/loadfont.c","ctoi","0","0","0","char *","false"
